Date,Open,High,Low,Close,Adj Close,Volume
2008-11-01,52.549999,85.925003,51.433300,57.866699,40.281944,275909100
2008-12-01,57.633301,85.000000,54.000000,57.233299,39.841019,276687255
2009-01-01,57.433300,85.250000,54.000000,60.033298,41.790142,292438215
2009-02-01,59.366699,90.449997,58.216702,61.016701,42.474701,162796401
2009-03-01,60.366699,79.000000,52.000000,61.616699,42.892372,284709807
2009-04-01,61.700001,92.750000,59.166698,62.900002,43.785702,278339982
2009-05-01,62.900002,74.416702,59.849998,61.216702,42.613926,437385753
2009-06-01,61.666698,70.000000,60.166698,63.583302,44.261360,616610730
2009-07-01,63.433300,84.333298,62.400002,83.066704,57.824070,464527614
2009-08-01,84.333298,84.333298,72.683296,76.983299,56.570969,265080897
2009-09-01,77.666702,79.333298,74.133301,77.683296,57.085365,322192350
2009-10-01,77.566704,88.833298,76.666702,84.933296,62.413013,278038422
2009-11-01,85.333298,90.333298,81.033302,85.699997,62.976406,250891542
2009-12-01,86.000000,86.833298,81.066704,83.599998,61.433239,196626729
2010-01-01,83.783302,86.500000,80.416702,83.383301,61.273991,255771105
2010-02-01,83.333298,123.625000,76.266701,77.416702,56.889458,256218483
2010-03-01,116.750000,130.500000,78.333298,87.683296,64.433830,262699821
2010-04-01,88.000000,134.500000,86.699997,88.616699,65.119743,158192130
2010-05-01,87.083298,95.900002,81.666702,94.400002,69.369591,252684246
2010-06-01,95.133301,102.633003,91.733299,101.817001,74.819946,226476120
2010-07-01,101.599998,103.967003,88.800003,102.917000,79.324806,203529573
2010-08-01,103.032997,110.866997,101.032997,108.766998,83.833778,179080516
2010-09-01,109.500000,162.250000,107.599998,118.866997,91.618507,235774609
2010-10-01,119.266998,121.199997,110.000000,114.133003,87.969711,250866093
2010-11-01,115.000000,169.850006,109.333000,114.599998,88.329659,209031743
2010-12-01,115.000000,167.850006,109.432999,116.432999,89.742470,197696272
2011-01-01,117.300003,167.750000,107.300003,108.400002,83.550911,225879310
2011-02-01,109.099998,113.333000,99.333298,112.667000,86.839775,250058494
2011-03-01,113.866997,173.649994,110.400002,121.400002,93.570862,256705048
2011-04-01,121.366997,191.300003,120.532997,128.233002,98.837494,200305775
2011-05-01,128.667007,129.332993,118.366997,128.899994,99.351601,232899222
2011-06-01,130.000000,136.000000,121.333000,135.300003,104.284492,196244326
2011-07-01,137.667007,140.832993,129.533005,138.899994,109.415886,223260483
2011-08-01,140.000000,140.832993,126.432999,133.332993,105.030586,279635145
2011-09-01,137.332993,137.667007,123.333000,132.000000,103.980553,229347291
2011-10-01,130.199997,144.132996,125.733002,142.100006,111.936630,217917364
2011-11-01,141.000000,143.533005,126.199997,133.800003,105.398468,207892293
2011-12-01,136.000000,138.667007,128.199997,134.199997,105.713554,193906035
2012-01-01,134.567001,140.867004,131.733002,135.966995,107.105476,217910162
2012-02-01,135.567001,142.332993,131.332993,138.432999,109.048019,241399839
2012-03-01,138.399994,151.932999,135.600006,151.266998,119.157784,328711359
2012-04-01,151.600006,168.567001,148.832993,163.667007,128.925644,180760657
2012-05-01,163.667007,165.233002,149.233002,152.899994,120.444107,230241669
2012-06-01,152.600006,173.332993,150.000000,172.600006,135.962433,166863783
2012-07-01,172.766998,173.867004,163.000000,172.100006,139.505264,166444832
2012-08-01,171.966995,182.167007,170.867004,178.432999,144.638840,155921054
2012-09-01,179.332993,181.899994,167.399994,181.600006,147.206039,211632041
2012-10-01,181.000000,199.332993,146.832993,188.367004,152.691391,175678795
2012-11-01,188.033005,199.966995,182.000000,199.000000,161.310562,137261134
2012-12-01,198.332993,204.332993,187.667007,191.199997,154.987839,184934136
2013-01-01,191.567001,206.266998,181.399994,205.100006,166.255280,298721336
2013-02-01,205.167007,207.266998,192.533005,196.533005,159.310791,239735364
2013-03-01,196.667007,206.667007,189.733002,206.300003,167.228012,213132209
2013-04-01,206.000000,223.733002,187.432999,219.233002,177.711563,189822317
2013-05-01,219.233002,237.266998,216.800003,226.600006,183.683289,224990179
2013-06-01,227.100006,227.932999,207.332993,216.233002,179.264221,196352407
2013-07-01,216.667007,253.332993,213.432999,227.800003,188.853668,234128665
2013-08-01,229.000000,232.699997,190.132996,205.800003,170.614929,282179304
2013-09-01,206.667007,238.667007,195.733002,226.932999,188.134903,250985428
2013-10-01,226.899994,237.399994,215.332993,223.332993,185.150360,200434196
2013-11-01,222.100006,222.667007,205.167007,213.600006,177.081390,177732939
2013-12-01,213.966995,216.000000,205.033005,214.567001,177.883072,197515396
2014-01-01,214.867004,221.567001,206.899994,216.733002,179.678757,194283047
2014-02-01,215.100006,221.332993,207.600006,218.432999,181.088120,146697844
2014-03-01,218.533005,243.332993,217.367004,235.233002,195.015869,215723950
2014-04-01,235.667007,237.332993,224.466995,227.167007,188.328888,169955810
2014-05-01,227.167007,258.333008,223.033005,227.832993,188.881012,238963556
2014-06-01,228.000000,228.733002,208.332993,216.699997,179.651398,274447473
2014-07-01,218.399994,243.000000,216.000000,237.367004,202.190384,250382561
2014-08-01,237.332993,241.233002,227.699997,236.867004,201.764481,127293232
2014-09-01,238.667007,253.266998,232.199997,246.800003,210.225449,190218484
2014-10-01,246.667007,246.667007,228.966995,236.800003,201.707413,140178687
2014-11-01,237.932999,252.533005,232.432999,242.100006,206.221985,195767962
2014-12-01,241.432999,266.867004,238.067001,245.800003,209.373657,234397364
2015-01-01,245.067001,248.632996,230.733002,245.699997,209.288467,296543325
2015-02-01,244.667007,268.000000,239.600006,262.467010,223.570694,188618401
2015-03-01,238.667007,238.667007,210.067001,217.233002,185.040146,386483784
2015-04-01,217.233002,239.067001,214.132996,214.899994,183.052872,220769822
2015-05-01,214.899994,223.932999,208.500000,218.067001,185.750534,234535005
2015-06-01,217.000000,222.500000,196.000000,210.100006,178.964218,222421215
2015-07-01,210.167007,218.266998,200.000000,217.332993,190.736984,170962200
2015-08-01,217.332993,329.500000,202.000000,325.700012,285.842651,279175834
2015-09-01,215.000000,219.899994,204.667007,219.199997,192.375534,194147896
2015-10-01,218.033005,239.867004,217.867004,223.100006,195.798264,193878412
2015-11-01,222.000000,235.332993,218.067001,230.766998,202.527023,178460720
2015-12-01,230.132996,233.167007,207.033005,218.533005,191.790146,233775218
2016-01-01,218.399994,219.332993,201.733002,213.466995,187.344086,190589651
2016-02-01,212.432999,217.300003,178.667007,197.100006,172.979996,274324648
2016-03-01,203.332993,224.132996,203.332993,218.832993,192.053436,352997959
2016-04-01,217.399994,225.567001,208.332993,216.632996,190.122650,185905765
2016-05-01,215.500000,242.667007,204.000000,234.033005,205.393341,269413517
2016-06-01,235.332993,247.800003,230.432999,245.600006,221.557068,229838404
2016-07-01,243.300003,259.750000,242.199997,252.449997,227.736465,196407128
2016-08-01,252.000000,262.000000,245.800003,260.049988,234.592453,178062475
2016-09-01,261.000000,265.899994,240.500000,241.350006,217.723114,178163132
2016-10-01,244.199997,246.550003,233.500000,243.100006,219.301788,163467242
2016-11-01,242.800003,259.649994,222.100006,232.500000,209.739471,286821262
2016-12-01,232.800003,242.399994,222.000000,241.649994,217.993713,186837191
2017-01-01,242.000000,266.950012,238.600006,258.100006,232.833374,189740541
2017-02-01,260.000000,292.149994,257.850006,262.200012,236.532013,221202730
2017-03-01,262.399994,288.899994,258.149994,280.299988,252.860077,280922906
2017-04-01,282.799988,292.899994,270.899994,278.000000,250.785248,161631488
2017-05-01,278.000000,319.850006,271.000000,311.799988,281.276398,279574996
2017-06-01,312.000000,324.700012,299.149994,323.649994,291.966370,204109228
2017-07-01,346.000000,354.799988,276.399994,285.250000,261.212585,469185003
2017-08-01,285.299988,289.899994,270.100006,282.250000,258.465424,235842675
2017-09-01,282.200012,284.350006,256.799988,258.299988,236.533630,266493554
2017-10-01,258.299988,276.000000,258.299988,265.700012,243.310074,187815640
2017-11-01,267.000000,271.200012,250.399994,256.049988,234.473221,238310417
2017-12-01,256.950012,267.500000,250.000000,263.250000,241.066513,177780089
2018-01-01,263.250000,283.299988,259.549988,271.399994,248.529709,312417822
2018-02-01,272.000000,290.299988,262.149994,265.049988,242.714813,283590574
2018-03-01,264.200012,272.000000,252.500000,255.500000,233.969589,198313240
2018-04-01,257.000000,283.850006,255.449997,281.450012,257.732849,202890294
2018-05-01,281.450012,289.700012,268.750000,271.649994,248.758652,195457676
2018-06-01,271.149994,274.600006,259.000000,266.200012,248.422745,192470283
2018-07-01,267.000000,307.149994,260.049988,297.700012,277.819122,348466313
2018-08-01,298.049988,322.600006,296.100006,319.850006,298.489899,263506401
2018-09-01,322.950012,322.950012,289.500000,297.750000,277.865784,233947297
2018-10-01,300.850006,302.950012,263.649994,280.100006,261.394470,252722016
2018-11-01,280.000000,290.000000,273.149994,285.799988,266.713806,183521572
2018-12-01,287.250000,289.500000,268.200012,281.649994,262.840973,188635478
2019-01-01,282.200012,297.399994,273.600006,278.649994,260.041290,263251945
2019-02-01,280.649994,285.200012,268.450012,276.049988,257.614929,327891019
2019-03-01,276.450012,303.000000,276.049988,297.250000,277.399170,246356876
2019-04-01,297.000000,310.000000,291.700012,301.350006,281.225372,185143666
2019-05-01,301.350006,310.000000,277.450012,278.549988,259.947968,291592696
2019-06-01,281.399994,282.149994,272.500000,273.850006,260.457672,214773354
2019-07-01,274.399994,282.899994,264.000000,270.200012,256.986176,259920694
2019-08-01,270.450012,270.700012,234.649994,245.649994,233.636749,234082476
2019-09-01,245.649994,260.799988,234.050003,259.850006,247.142334,329445451
2019-10-01,259.100006,264.000000,241.100006,257.649994,245.049911,351771401
2019-11-01,259.350006,266.299988,245.000000,246.399994,234.350082,226187745
2019-12-01,246.000000,247.899994,235.000000,237.699997,226.075546,244938587
2020-01-01,238.600006,243.899994,230.500000,235.149994,223.650253,219654514
2020-02-01,236.899994,239.250000,192.050003,207.449997,197.304886,771302099
2020-03-01,199.500000,203.449997,134.600006,171.699997,163.303207,885486167
2020-04-01,171.699997,193.750000,164.550003,182.050003,173.147049,535693554
2020-05-01,181.750000,198.000000,157.100006,197.350006,187.698822,554395975
2020-06-01,201.000000,209.399994,180.699997,194.649994,185.130859,764204539
2020-07-01,194.649994,208.500000,191.500000,194.149994,184.655304,604197678
2020-08-01,194.000000,207.699997,190.000000,191.100006,191.100006,567641852
